state,county,2010_population,2015_population,,FIPS
Arkansas,Mississippi,46480,43729,MississippiArkansas,5093
Missouri,Mississippi,14358,13965,MississippiMissouri,29133
Montana,Missoula,109299,114122,MissoulaMontana,30063
Georgia,Mitchell,23498,22449,MitchellGeorgia,13205
Iowa,Mitchell,10776,10676,MitchellIowa,19131
Kansas,Mitchell,6373,6294,MitchellKansas,20123
North Carolina,Mitchell,15579,15071,MitchellNorth Carolina,37121
Texas,Mitchell,9403,8856,MitchellTexas,48335
Alabama,Mobile,412992,414462,MobileAlabama,1097
California,Modoc,9686,9056,ModocCalifornia,6049
Colorado,Moffat,13795,12939,MoffatColorado,8081
Arizona,Mohave,200186,204574,MohaveArizona,4015
Missouri,Moniteau,15607,15873,MoniteauMissouri,29135
New Jersey,Monmouth,630380,624079,MonmouthNew Jersey,34025
California,Mono,14202,14077,MonoCalifornia,6051
Iowa,Monona,9243,8866,MononaIowa,19133
West Virginia,Monongalia,96189,104681,MonongaliaWest Virginia,54061
Alabama,Monroe,23068,21717,MonroeAlabama,1099
Arkansas,Monroe,8149,7452,MonroeArkansas,5095
Florida,Monroe,73090,76648,MonroeFlorida,12087
Georgia,Monroe,26424,26708,MonroeGeorgia,13207
Illinois,Monroe,32957,33739,MonroeIllinois,17133
Indiana,Monroe,137974,144247,MonroeIndiana,18105
Iowa,Monroe,7970,7924,MonroeIowa,19135
Kentucky,Monroe,10963,10618,MonroeKentucky,21171
Michigan,Monroe,152021,149353,MonroeMichigan,26115
Mississippi,Monroe,36989,35823,MonroeMississippi,28095
Missouri,Monroe,8840,8637,MonroeMissouri,29137
New York,Monroe,744344,745577,MonroeNew York,36055
Ohio,Monroe,14642,14253,MonroeOhio,39111
Pennsylvania,Monroe,169842,166481,MonroePennsylvania,42089
Tennessee,Monroe,44519,45625,MonroeTennessee,47123
West Virginia,Monroe,13502,13573,MonroeWest Virginia,54063
Wisconsin,Monroe,44673,45322,MonroeWisconsin,55081
Texas,Montague,19719,19252,MontagueTexas,48337
Michigan,Montcalm,63342,62763,MontcalmMichigan,26117
California,Monterey,415057,430552,MontereyCalifornia,6053
Colorado,Montezuma,25535,25716,MontezumaColorado,8083
Alabama,Montgomery,229363,227279,MontgomeryAlabama,1101
Arkansas,Montgomery,9487,9027,MontgomeryArkansas,5097
Georgia,Montgomery,9123,8942,MontgomeryGeorgia,13209
Illinois,Montgomery,30104,29192,MontgomeryIllinois,17135
Indiana,Montgomery,38124,38243,MontgomeryIndiana,18107
Iowa,Montgomery,10740,10149,MontgomeryIowa,19137
Kansas,Montgomery,35471,33436,MontgomeryKansas,20125
Kentucky,Montgomery,26499,27576,MontgomeryKentucky,21173
Maryland,Montgomery,971777,1032814,MontgomeryMaryland,24031
Mississippi,Montgomery,10925,10195,MontgomeryMississippi,28097
Missouri,Montgomery,12236,11572,MontgomeryMissouri,29139
New York,Montgomery,50219,49564,MontgomeryNew York,36057
North Carolina,Montgomery,27798,27438,MontgomeryNorth Carolina,37123
Ohio,Montgomery,535153,531777,MontgomeryOhio,39113
Pennsylvania,Montgomery,799874,817180,MontgomeryPennsylvania,42091
Tennessee,Montgomery,172331,192398,MontgomeryTennessee,47125
Texas,Montgomery,455746,535753,MontgomeryTexas,48339
Virginia,Montgomery,94392,97317,MontgomeryVirginia,51121
Michigan,Montmorency,9765,9287,MontmorencyMichigan,26119
Pennsylvania,Montour,18267,18299,MontourPennsylvania,42093
Colorado,Montrose,41276,40562,MontroseColorado,8085
South Dakota,Moody,6486,6453,MoodySouth Dakota,46101
North Carolina,Moore,88247,94013,MooreNorth Carolina,37125
Tennessee,Moore,6362,6261,MooreTennessee,47127
Texas,Moore,21904,21725,MooreTexas,48341
New Mexico,Mora,4881,4609,MoraNew Mexico,35033
Louisiana,Morehouse,27979,26301,MorehouseLouisiana,22067
Alabama,Morgan,119490,119257,MorganAlabama,1103
Colorado,Morgan,28159,28252,MorganColorado,8087
Georgia,Morgan,17868,17948,MorganGeorgia,13211
Illinois,Morgan,35547,34673,MorganIllinois,17137
Indiana,Morgan,68894,69559,MorganIndiana,18109
Kentucky,Morgan,13923,13267,MorganKentucky,21175
Missouri,Morgan,20565,20065,MorganMissouri,29141
Ohio,Morgan,15054,14735,MorganOhio,39115
Tennessee,Morgan,21987,21494,MorganTennessee,47129
Utah,Morgan,9469,11039,MorganUtah,49029
West Virginia,Morgan,17541,17490,MorganWest Virginia,54065
Nebraska,Morrill,5042,4925,MorrillNebraska,31123
Kansas,Morris,5923,5628,MorrisKansas,20127
New Jersey,Morris,492276,494259,MorrisNew Jersey,34027
Texas,Morris,12934,12370,MorrisTexas,48343
Minnesota,Morrison,33198,32775,MorrisonMinnesota,27097
Ohio,Morrow,34827,34943,MorrowOhio,39117
Oregon,Morrow,11173,11130,MorrowOregon,41049
Kansas,Morton,3233,2953,MortonKansas,20129
North Dakota,Morton,27471,30249,MortonNorth Dakota,38059
Texas,Motley,1210,1146,MotleyTexas,48345
Illinois,Moultrie,14846,14743,MoultrieIllinois,17139
North Dakota,Mountrail,7673,10311,MountrailNorth Dakota,38061
Minnesota,Mower,39163,39492,MowerMinnesota,27099
Kentucky,Muhlenberg,31499,31245,MuhlenbergKentucky,21177
Oregon,Multnomah,735334,790008,MultnomahOregon,41051
Georgia,Murray,39628,39430,MurrayGeorgia,13213
Minnesota,Murray,8725,8394,MurrayMinnesota,27101
Oklahoma,Murray,13488,13860,MurrayOklahoma,40099
Iowa,Muscatine,42745,43068,MuscatineIowa,19139
Georgia,Muscogee,189885,198702,MuscogeeGeorgia,13215
Michigan,Muskegon,172188,172447,MuskegonMichigan,26121
Ohio,Muskingum,86074,86194,MuskingumOhio,39119
Oklahoma,Muskogee,70990,69319,MuskogeeOklahoma,40101
Montana,Musselshell,4538,4628,MusselshellMontana,30065
Texas,Nacogdoches,64524,65462,NacogdochesTexas,48347
Nebraska,Nance,3735,3573,NanceNebraska,31125
Massachusetts,Nantucket,10172,10940,NantucketMassachusetts,25019
California,Napa,136484,140862,NapaCalifornia,6055
North Carolina,Nash,95840,93786,NashNorth Carolina,37127
Florida,Nassau,73314,77951,NassauFlorida,12089
New York,Nassau,1339532,1354840,NassauNew York,36059
Louisiana,Natchitoches,39566,39004,NatchitochesLouisiana,22069
Wyoming,Natrona,75450,82137,NatronaWyoming,56025
Arizona,Navajo,107449,107638,NavajoArizona,4017
Texas,Navarro,47735,48181,NavarroTexas,48349
Kentucky,Nelson,43437,45114,NelsonKentucky,21179
North Dakota,Nelson,3126,2914,NelsonNorth Dakota,38063
Virginia,Nelson,15020,14760,NelsonVirginia,51125
Kansas,Nemaha,10178,10094,NemahaKansas,20131
Nebraska,Nemaha,7248,7005,NemahaNebraska,31127
Kansas,Neosho,16512,16287,NeoshoKansas,20133
Mississippi,Neshoba,29676,29481,NeshobaMississippi,28099
Kansas,Ness,3107,3020,NessKansas,20135
Arkansas,Nevada,8997,8508,NevadaArkansas,5099
California,Nevada,98764,98676,NevadaCalifornia,6057
Delaware,NewCastle,538479,553488,NewCastleDelaware,10003
North Carolina,NewHanover,202667,219422,NewHanoverNorth Carolina,37129
Connecticut,NewHaven,862477,860186,NewHavenConnecticut,9009
Virginia,NewKent,18429,20377,NewKentVirginia,51127
Connecticut,NewLondon,274055,269636,NewLondonConnecticut,9011
Missouri,NewMadrid,18956,18067,NewMadridMissouri,29143
New York,NewYork,1585873,1636063,NewYorkNew York,36061
Michigan,Newaygo,48460,47882,NewaygoMichigan,26123
South Carolina,Newberry,37508,37772,NewberrySouth Carolina,45071
Virginia,NewportNews,180719,180958,NewportNewsVirginia,51700
Rhode Island,Newport,82888,83259,NewportRhode Island,44005
Arkansas,Newton,8330,7846,NewtonArkansas,5101
Georgia,Newton,99958,104884,NewtonGeorgia,13217
Indiana,Newton,14244,13971,NewtonIndiana,18111
Mississippi,Newton,21720,21569,NewtonMississippi,28101
Missouri,Newton,58114,58138,NewtonMissouri,29145
Texas,Newton,14445,14158,NewtonTexas,48351
Idaho,NezPerce,39265,39995,NezPerceIdaho,16069
New York,Niagara,216469,212358,NiagaraNew York,36063
Kentucky,Nicholas,7135,7059,NicholasKentucky,21181
West Virginia,Nicholas,26233,25551,NicholasWest Virginia,54067
Minnesota,Nicollet,32727,33526,NicolletMinnesota,27103
Wyoming,Niobrara,2484,2496,NiobraraWyoming,56027
Indiana,Noble,47536,47515,NobleIndiana,18113
Ohio,Noble,14645,14467,NobleOhio,39121
Oklahoma,Noble,11561,11550,NobleOklahoma,40103
Minnesota,Nobles,21378,21748,NoblesMinnesota,27105
Missouri,Nodaway,23370,22625,NodawayMissouri,29147
Texas,Nolan,15216,15111,NolanTexas,48353
Alaska,Nome,9492,9893,NomeAlaska,2180
Virginia,NorfolkCity,242803,246457,NorfolkCityVirginia,51710
Massachusetts,Norfolk,670850,694502,NorfolkMassachusetts,25021
Minnesota,Norman,6852,6621,NormanMinnesota,27107
Alaska,NorthSlope,9430,9788,NorthSlopeAlaska,2185
North Carolina,Northampton,22099,20533,NorthamptonNorth Carolina,37131
Pennsylvania,Northampton,297735,300090,NorthamptonPennsylvania,42095
Virginia,Northampton,12389,12080,NorthamptonVirginia,51131
Pennsylvania,Northumberland,94528,92878,NorthumberlandPennsylvania,42097
Virginia,Northumberland,12330,12241,NorthumberlandVirginia,51133
Alaska,NorthwestArctic,7523,7772,NorthwestArcticAlaska,2188
Virginia,NortonCity,3958,4009,NortonCityVirginia,51720
Kansas,Norton,5671,5536,NortonKansas,20137
Virginia,Nottoway,15853,15606,NottowayVirginia,51135
Oklahoma,Nowata,10536,10519,NowataOklahoma,40105
Mississippi,Noxubee,11545,10942,NoxubeeMississippi,28103
Nebraska,Nuckolls,4500,4322,NuckollsNebraska,31129
Texas,Nueces,340223,360504,NuecesTexas,48355
Nevada,Nye,43946,42966,NyeNevada,32023
Michigan,Oakland,1202362,1244602,OaklandMichigan,26125
Tennessee,Obion,31807,30561,ObionTennessee,47131
Iowa,O'Brien,14398,13926,O'BrienIowa,19141
New Jersey,Ocean,576567,587091,OceanNew Jersey,34029
Michigan,Oceana,26570,26323,OceanaMichigan,26127
Texas,Ochiltree,10223,10698,OchiltreeTexas,48357
Georgia,Oconee,32808,35853,OconeeGeorgia,13219
South Carolina,Oconee,74273,75863,OconeeSouth Carolina,45073
Wisconsin,Oconto,37660,37472,OcontoWisconsin,55083
Michigan,Ogemaw,21699,20877,OgemawMichigan,26129
South Dakota,OglalaLakota,13586,14358,OglalaLakotaSouth Dakota,46102
Illinois,Ogle,53497,51559,OgleIllinois,17141
Georgia,Oglethorpe,14899,14732,OglethorpeGeorgia,13221
Indiana,Ohio,6128,5877,OhioIndiana,18115
Kentucky,Ohio,23842,24021,OhioKentucky,21183
West Virginia,Ohio,44443,42969,OhioWest Virginia,54069
Florida,Okaloosa,180822,197748,OkaloosaFlorida,12091
Washington,Okanogan,41120,41356,OkanoganWashington,53047
Florida,Okeechobee,39996,39854,OkeechobeeFlorida,12093
Oklahoma,Okfuskee,12191,12107,OkfuskeeOklahoma,40107
Oklahoma,Oklahoma,718633,777373,OklahomaOklahoma,40109
Oklahoma,Okmulgee,40069,39065,OkmulgeeOklahoma,40111
Mississippi,Oktibbeha,47671,49510,OktibbehaMississippi,28105
Kentucky,Oldham,60316,64556,OldhamKentucky,21185
Texas,Oldham,2052,2064,OldhamTexas,48359
North Dakota,Oliver,1846,1865,OliverNorth Dakota,38065
Minnesota,Olmsted,144248,151397,OlmstedMinnesota,27109
Idaho,Oneida,4286,4248,OneidaIdaho,16071
New York,Oneida,234878,231264,OneidaNew York,36065
Wisconsin,Oneida,35998,35303,OneidaWisconsin,55085
New York,Onondaga,467026,466277,OnondagaNew York,36067
North Carolina,Onslow,177772,193114,OnslowNorth Carolina,37133
New York,Ontario,107931,109271,OntarioNew York,36069
Michigan,Ontonagon,6780,6037,OntonagonMichigan,26131
California,Orange,3010232,3149280,OrangeCalifornia,6059
Florida,Orange,1145956,1291301,OrangeFlorida,12095
Indiana,Orange,19840,19634,OrangeIndiana,18117
New York,Orange,372813,375803,OrangeNew York,36071
North Carolina,Orange,133801,141298,OrangeNorth Carolina,37135
Texas,Orange,81837,83955,OrangeTexas,48361
Vermont,Orange,28936,28887,OrangeVermont,50017
Virginia,Orange,33481,35178,OrangeVirginia,51137
South Carolina,Orangeburg,92501,89159,OrangeburgSouth Carolina,45075
Missouri,Oregon,10881,10850,OregonMissouri,29149
Louisiana,Orleans,343829,389742,OrleansLouisiana,22071
New York,Orleans,42883,41481,OrleansNew York,36073
Vermont,Orleans,27231,27034,OrleansVermont,50019
Kansas,Osage,16295,15865,OsageKansas,20139
Missouri,Osage,13878,13538,OsageMissouri,29151
Oklahoma,Osage,47472,47338,OsageOklahoma,40113
Kansas,Osborne,3858,3641,OsborneKansas,20141
Florida,Osceola,268685,323736,OsceolaFlorida,12097
Iowa,Osceola,6462,6160,OsceolaIowa,19143
Michigan,Osceola,23528,23177,OsceolaMichigan,26133
Michigan,Oscoda,8640,8277,OscodaMichigan,26135
New York,Oswego,122109,119735,OswegoNew York,36075
Colorado,Otero,18831,18182,OteroColorado,8089
New Mexico,Otero,63797,64768,OteroNew Mexico,35035
Nebraska,Otoe,15740,15842,OtoeNebraska,31131
Michigan,Otsego,24164,24203,OtsegoMichigan,26137
New York,Otsego,62259,60504,OtsegoNew York,36077
Kansas,Ottawa,6091,5934,OttawaKansas,20143
Michigan,Ottawa,263801,280859,OttawaMichigan,26139
Ohio,Ottawa,41428,40754,OttawaOhio,39123
Oklahoma,Ottawa,31848,31862,OttawaOklahoma,40115
Minnesota,OtterTail,57303,57520,OtterTailMinnesota,27111
Arkansas,Ouachita,26120,24316,OuachitaArkansas,5103
Louisiana,Ouachita,153720,156880,OuachitaLouisiana,22073
Colorado,Ouray,4436,4608,OurayColorado,8091
Wisconsin,Outagamie,176695,183328,OutagamieWisconsin,55087
Tennessee,Overton,22083,22067,OvertonTennessee,47133
Indiana,Owen,21575,20826,OwenIndiana,18119
Kentucky,Owen,10841,10736,OwenKentucky,21187
Kentucky,Owsley,4755,4445,OwsleyKentucky,21189
Idaho,Owyhee,11526,11288,OwyheeIdaho,16073
Maine,Oxford,57833,57164,OxfordMaine,23017
Missouri,Ozark,9723,9364,OzarkMissouri,29153
Wisconsin,Ozaukee,86395,87932,OzaukeeWisconsin,55089
Washington,Pacific,20920,20869,PacificWashington,53049
Iowa,Page,15932,15462,PageIowa,19145
Virginia,Page,24042,23662,PageVirginia,51139
Florida,PalmBeach,1320134,1424256,PalmBeachFlorida,12099
Iowa,PaloAlto,9421,9140,PaloAltoIowa,19147
Texas,PaloPinto,28111,27966,PaloPintoTexas,48363
North Carolina,Pamlico,13144,12741,PamlicoNorth Carolina,37137
Mississippi,Panola,34707,34202,PanolaMississippi,28107
Texas,Panola,23796,23667,PanolaTexas,48365
Colorado,Park,16206,16726,ParkColorado,8093
Montana,Park,15636,16003,ParkMontana,30067
Wyoming,Park,28205,28928,ParkWyoming,56029
Indiana,Parke,17339,16970,ParkeIndiana,18121
Texas,Parker,116927,125640,ParkerTexas,48367
Texas,Parmer,10269,9794,ParmerTexas,48369
Florida,Pasco,464697,494895,PascoFlorida,12101
North Carolina,Pasquotank,40661,39384,PasquotankNorth Carolina,37139
New Jersey,Passaic,501226,504629,PassaicNew Jersey,34031
Virginia,Patrick,18490,17960,PatrickVirginia,51141
Georgia,Paulding,142324,151649,PauldingGeorgia,13223
Ohio,Paulding,19614,18959,PauldingOhio,39125
Kansas,Pawnee,6973,6769,PawneeKansas,20145
Nebraska,Pawnee,2773,2691,PawneeNebraska,31133
Oklahoma,Pawnee,16577,16439,PawneeOklahoma,40117
Idaho,Payette,22623,22790,PayetteIdaho,16075
Oklahoma,Payne,77350,81363,PayneOklahoma,40119
Georgia,Peach,27695,26970,PeachGeorgia,13225
Mississippi,PearlRiver,55834,54944,PearlRiverMississippi,28109
Texas,Pecos,15507,16030,PecosTexas,48371
North Dakota,Pembina,7413,7031,PembinaNorth Dakota,38067
Missouri,Pemiscot,18296,17410,PemiscotMissouri,29155
Washington,PendOreille,13001,13087,PendOreilleWashington,53051
North Carolina,Pender,52217,57426,PenderNorth Carolina,37141
Kentucky,Pendleton,14877,14487,PendletonKentucky,21191
West Virginia,Pendleton,7695,7103,PendletonWest Virginia,54071
Minnesota,Pennington,13930,14237,PenningtonMinnesota,27113
South Dakota,Pennington,100948,108088,PenningtonSouth Dakota,46103
Maine,Penobscot,153923,151929,PenobscotMaine,23019
Illinois,Peoria,186494,186481,PeoriaIllinois,17143
Wisconsin,Pepin,7469,7237,PepinWisconsin,55091
Nebraska,Perkins,2970,2932,PerkinsNebraska,31135
South Dakota,Perkins,2982,2984,PerkinsSouth Dakota,46105
North Carolina,Perquimans,13453,13463,PerquimansNorth Carolina,37143
Alabama,Perry,10591,9640,PerryAlabama,1105
Arkansas,Perry,10445,10307,PerryArkansas,5105
Illinois,Perry,22350,21521,PerryIllinois,17145
Indiana,Perry,19338,19310,PerryIndiana,18123
Kentucky,Perry,28712,27373,PerryKentucky,21193
Mississippi,Perry,12250,12071,PerryMississippi,28111
Missouri,Perry,18971,19068,PerryMissouri,29157
Ohio,Perry,36058,35967,PerryOhio,39127
Pennsylvania,Perry,45969,45849,PerryPennsylvania,42099
Tennessee,Perry,7915,7852,PerryTennessee,47135
Nevada,Pershing,6753,6618,PershingNevada,32027
North Carolina,Person,39464,39190,PersonNorth Carolina,37145
Alaska,Petersburg,3815,3253,PetersburgAlaska,2195
Virginia,PetersburgCity,32420,31892,PetersburgCityVirginia,51730
Montana,Petroleum,494,474,PetroleumMontana,30069
Missouri,Pettis,42201,42300,PettisMissouri,29159
Missouri,Phelps,45156,44766,PhelpsMissouri,29161
Nebraska,Phelps,9188,9217,PhelpsNebraska,31137
Pennsylvania,Philadelphia,1526006,1571065,PhiladelphiaPennsylvania,42101
Arkansas,Phillips,21757,19546,PhillipsArkansas,5107
Colorado,Phillips,4442,4327,PhillipsColorado,8095
Kansas,Phillips,5642,5420,PhillipsKansas,20147
Montana,Phillips,4253,4146,PhillipsMontana,30071
Illinois,Piatt,16729,16350,PiattIllinois,17147
Ohio,Pickaway,55698,56989,PickawayOhio,39129
Alabama,Pickens,19746,20776,PickensAlabama,1107
Georgia,Pickens,29431,30136,PickensGeorgia,13227
South Carolina,Pickens,119224,121500,PickensSouth Carolina,45077
Tennessee,Pickett,5077,5139,PickettTennessee,47137
Georgia,Pierce,18758,19094,PierceGeorgia,13229
Nebraska,Pierce,7266,7190,PierceNebraska,31139
North Dakota,Pierce,4357,4273,PierceNorth Dakota,38069
Washington,Pierce,795225,843778,PierceWashington,53053
Wisconsin,Pierce,41019,41069,PierceWisconsin,55093
Alabama,Pike,32899,33496,PikeAlabama,1109
Arkansas,Pike,11291,10837,PikeArkansas,5109
Georgia,Pike,17869,17925,PikeGeorgia,13231
Illinois,Pike,16430,15795,PikeIllinois,17149
Indiana,Pike,12845,12407,PikeIndiana,18125
Kentucky,Pike,65024,61781,PikeKentucky,21195
Mississippi,Pike,40404,39890,PikeMississippi,28113
Missouri,Pike,18516,18409,PikeMissouri,29163
Ohio,Pike,28709,28117,PikeOhio,39131
Pennsylvania,Pike,57369,55322,PikePennsylvania,42103
Arizona,Pima,980263,1009103,PimaArizona,4019
Arizona,Pinal,375770,405614,PinalArizona,4021
Minnesota,Pine,29750,29045,PineMinnesota,27115
Florida,Pinellas,916542,947060,PinellasFlorida,12103
Minnesota,Pipestone,9596,9295,PipestoneMinnesota,27117
Maine,Piscataquis,17535,16937,PiscataquisMaine,23021
Colorado,Pitkin,17148,17940,PitkinColorado,8097
North Carolina,Pitt,168148,176071,PittNorth Carolina,37147
Oklahoma,Pittsburg,45837,44716,PittsburgOklahoma,40121
Virginia,Pittsylvania,63506,62010,PittsylvaniaVirginia,51143
Utah,Piute,1556,1491,PiuteUtah,49031
California,Placer,348432,372841,PlacerCalifornia,6061
Louisiana,Plaquemines,23042,23437,PlaqueminesLouisiana,22075
Missouri,Platte,89322,96445,PlatteMissouri,29165
Nebraska,Platte,32237,32876,PlatteNebraska,31141
Wyoming,Platte,8667,8798,PlatteWyoming,56031
West Virginia,Pleasants,7605,7499,PleasantsWest Virginia,54073
California,Plumas,20007,18427,PlumasCalifornia,6063
Iowa,Plymouth,24986,24899,PlymouthIowa,19149
Massachusetts,Plymouth,494919,509221,PlymouthMassachusetts,25023
Iowa,Pocahontas,7310,6967,PocahontasIowa,19151
West Virginia,Pocahontas,8719,8573,PocahontasWest Virginia,54075
Arkansas,Poinsett,24583,24002,PoinsettArkansas,5111
Louisiana,PointeCoupee,22802,22197,PointeCoupeeLouisiana,22077
Arkansas,Polk,20662,20194,PolkArkansas,5113
Florida,Polk,602095,648523,PolkFlorida,12105
Georgia,Polk,41475,41207,PolkGeorgia,13233
Iowa,Polk,430640,467304,PolkIowa,19153
Minnesota,Polk,31600,31497,PolkMinnesota,27119
Missouri,Polk,31137,31256,PolkMissouri,29167
Nebraska,Polk,5406,5171,PolkNebraska,31143
North Carolina,Polk,20510,20414,PolkNorth Carolina,37149
Oregon,Polk,75403,78962,PolkOregon,41053
Tennessee,Polk,16825,16769,PolkTennessee,47139
Texas,Polk,45413,46613,PolkTexas,48373
Wisconsin,Polk,44205,43218,PolkWisconsin,55095
Montana,Pondera,6153,6095,PonderaMontana,30073
Mississippi,Pontotoc,29957,30857,PontotocMississippi,28115
Oklahoma,Pontotoc,37492,38336,PontotocOklahoma,40123
Arkansas,Pope,61754,63608,PopeArkansas,5115
Illinois,Pope,4470,4291,PopeIllinois,17151
Minnesota,Pope,10995,10936,PopeMinnesota,27121
Virginia,PoquosonCity,12150,12021,PoquosonCityVirginia,51735
Ohio,Portage,161419,162594,PortageOhio,39133
Wisconsin,Portage,70019,70520,PortageWisconsin,55097
Indiana,Porter,164343,167334,PorterIndiana,18127
Virginia,PortsmouthCity,95535,96336,PortsmouthCityVirginia,51740
Indiana,Posey,25910,25613,PoseyIndiana,18129
Kansas,Pottawatomie,21604,23123,PottawatomieKansas,20149
Oklahoma,Pottawatomie,69442,71479,PottawatomieOklahoma,40125
Iowa,Pottawattamie,93158,93563,PottawattamieIowa,19155
Pennsylvania,Potter,17457,17086,PotterPennsylvania,42105
South Dakota,Potter,2329,2295,PotterSouth Dakota,46107
Texas,Potter,121073,121272,PotterTexas,48375
Montana,PowderRiver,1743,1768,PowderRiverMontana,30075
Kentucky,Powell,12613,12226,PowellKentucky,21197
Montana,Powell,7027,6799,PowellMontana,30077
Idaho,Power,7817,7687,PowerIdaho,16077
Iowa,Poweshiek,18914,18358,PoweshiekIowa,19157
Virginia,Powhatan,28046,28056,PowhatanVirginia,51145
Arkansas,Prairie,8715,8299,PrairieArkansas,5117
Montana,Prairie,1179,1140,PrairieMontana,30079
Kansas,Pratt,9656,9697,PrattKansas,20151
Ohio,Preble,42270,41297,PrebleOhio,39135
Mississippi,Prentiss,25276,25440,PrentissMississippi,28117
Texas,Presidio,7818,7057,PresidioTexas,48377
Michigan,PresqueIsle,13376,12801,PresqueIsleMichigan,26141
West Virginia,Preston,33520,33842,PrestonWest Virginia,54077
Wisconsin,Price,14159,13578,PriceWisconsin,55099
Virginia,PrinceEdward,23368,23120,PrinceEdwardVirginia,51147
Virginia,PrinceGeorge,35725,38246,PrinceGeorgeVirginia,51149
Maryland,PrinceGeorge's,863420,906197,PrinceGeorge'sMaryland,24033
Alaska,PrinceofWales-Hyder,5559,6508,PrinceofWales-HyderAlaska,2198
Virginia,PrinceWilliam,402002,450978,PrinceWilliamVirginia,51153
Rhode Island,Providence,626667,633747,ProvidenceRhode Island,44007
Colorado,Prowers,12551,11936,ProwersColorado,8099
Colorado,Pueblo,159063,163006,PuebloColorado,8101
Arkansas,Pulaski,382748,393576,PulaskiArkansas,5119
Georgia,Pulaski,12010,11395,PulaskiGeorgia,13235
Illinois,Pulaski,6161,5657,PulaskiIllinois,17153
Indiana,Pulaski,13402,12804,PulaskiIndiana,18131
Kentucky,Pulaski,63063,63862,PulaskiKentucky,21199
Missouri,Pulaski,52274,53204,PulaskiMissouri,29169
Virginia,Pulaski,34872,34351,PulaskiVirginia,51155
Oklahoma,Pushmataha,11572,11162,PushmatahaOklahoma,40127
Florida,Putnam,74364,71939,PutnamFlorida,12107
Georgia,Putnam,21218,21307,PutnamGeorgia,13237
Illinois,Putnam,6006,5727,PutnamIllinois,17155
Indiana,Putnam,37963,37382,PutnamIndiana,18133
Missouri,Putnam,4979,4860,PutnamMissouri,29171
New York,Putnam,99710,99185,PutnamNew York,36079
Ohio,Putnam,34499,34026,PutnamOhio,39137
Tennessee,Putnam,72321,75074,PutnamTennessee,47141
West Virginia,Putnam,55486,56592,PutnamWest Virginia,54079
New Mexico,Quay,9041,8445,QuayNew Mexico,35037
Maryland,QueenAnne's,47798,48984,QueenAnne'sMaryland,24035
New York,Queens,2230722,2305838,QueensNew York,36081
Georgia,Quitman,2513,2275,QuitmanGeorgia,13239
Mississippi,Quitman,8223,7511,QuitmanMississippi,28119
Georgia,Rabun,16276,16223,RabunGeorgia,13241
Wisconsin,Racine,195408,194672,RacineWisconsin,55101
Virginia,RadfordCity,16408,17295,RadfordCityVirginia,51750
Texas,Rains,10914,11136,RainsTexas,48379
West Virginia,Raleigh,78859,77363,RaleighWest Virginia,54081
Missouri,Ralls,10167,10169,RallsMissouri,29173
Minnesota,Ramsey,508640,536631,RamseyMinnesota,27123
North Dakota,Ramsey,11451,11664,RamseyNorth Dakota,38071
Texas,Randall,120725,130368,RandallTexas,48381
Alabama,Randolph,22913,22594,RandolphAlabama,1111
Arkansas,Randolph,17969,17437,RandolphArkansas,5121
Georgia,Randolph,7719,7150,RandolphGeorgia,13243
Illinois,Randolph,33476,32806,RandolphIllinois,17157
Indiana,Randolph,26171,25138,RandolphIndiana,18135
Missouri,Randolph,25414,25041,RandolphMissouri,29175
North Carolina,Randolph,141752,142575,RandolphNorth Carolina,37151
West Virginia,Randolph,29405,29212,RandolphWest Virginia,54083
Mississippi,Rankin,141617,149447,RankinMississippi,28121
North Dakota,Ransom,5457,5451,RansomNorth Dakota,38073
Louisiana,Rapides,131613,131780,RapidesLouisiana,22079
Virginia,Rappahannock,7373,7400,RappahannockVirginia,51157
Montana,Ravalli,40212,41148,RavalliMontana,30081
Kansas,Rawlins,2519,2506,RawlinsKansas,20153
Missouri,Ray,23494,22793,RayMissouri,29177
Texas,Reagan,3367,3807,ReaganTexas,48383
Texas,Real,3309,3297,RealTexas,48385
Minnesota,RedLake,4089,4031,RedLakeMinnesota,27125
Louisiana,RedRiver,9091,8711,RedRiverLouisiana,22081
Texas,RedRiver,12860,12345,RedRiverTexas,48387
Nebraska,RedWillow,11055,10883,RedWillowNebraska,31145
Minnesota,Redwood,16059,15425,RedwoodMinnesota,27127
Texas,Reeves,13783,15574,ReevesTexas,48389
Texas,Refugio,7383,7326,RefugioTexas,48391
Kansas,Reno,64511,63596,RenoKansas,20155
New York,Rensselaer,159429,159436,RensselaerNew York,36083
Minnesota,Renville,15730,14798,RenvilleMinnesota,27129
North Dakota,Renville,2470,2551,RenvilleNorth Dakota,38075
Kansas,Republic,4980,4688,RepublicKansas,20157
Missouri,Reynolds,6696,6292,ReynoldsMissouri,29179
Tennessee,Rhea,31809,32373,RheaTennessee,47143
Kansas,Rice,10083,9925,RiceKansas,20159
Minnesota,Rice,64142,65323,RiceMinnesota,27131
Utah,Rich,2264,2300,RichUtah,49033
Nebraska,Richardson,8363,8025,RichardsonNebraska,31147
Illinois,Richland,16233,15957,RichlandIllinois,17159
Louisiana,Richland,20725,20546,RichlandLouisiana,22083
Montana,Richland,9746,11902,RichlandMontana,30083
North Dakota,Richland,16321,16286,RichlandNorth Dakota,38077
