state,county,FIPS,SVI_sum_of_indicators,SVI_ranking,percent_uninsured
WEST VIRGINIA,Lewis,54041,8.1047,0.6049,10
OREGON,Crook,41013,8.1051,0.6052,10.5
SOUTH CAROLINA,Horry,45051,8.1076,0.6055,16.9
OHIO,Mahoning,39099,8.1095,0.6059,7.8
OKLAHOMA,Osage,40113,8.1207,0.6065,13.8
NEW JERSEY,Camden,34007,8.1207,0.6062,9.8
ALASKA,Southeast Fairbanks,2240,8.1229,0.6068,21.8
NEW YORK,Rockland,36087,8.1248,0.6071,7.9
VIRGINIA,Dinwiddie,51053,8.1293,0.6074,11.9
OHIO,Guernsey,39059,8.1308,0.6078,9.7
MISSOURI,Polk,29167,8.1309,0.6081,12.6
TEXAS,Marion,48315,8.1331,0.6084,18.2
FLORIDA,Citrus,12017,8.1347,0.6087,12
IOWA,Marshall,19127,8.1353,0.609,7.7
OKLAHOMA,Murray,40099,8.1356,0.6094,17.5
TENNESSEE,Putnam,47141,8.1366,0.6097,12.4
GEORGIA,Brantley,13025,8.142,0.61,24.4
WEST VIRGINIA,Braxton,54007,8.1445,0.6103,10.1
WEST VIRGINIA,Mason,54053,8.1468,0.6106,7.6
INDIANA,Switzerland,18155,8.1474,0.611,14.2
ARKANSAS,Randolph,5121,8.1484,0.6113,13.8
INDIANA,Daviess,18027,8.1512,0.6116,22.6
NEW JERSEY,Salem,34033,8.1515,0.6119,8.9
MISSOURI,Audrain,29007,8.1531,0.6122,12.9
IDAHO,Gooding,16047,8.1535,0.6125,20.8
TEXAS,Lee,48287,8.1554,0.6129,14.6
IDAHO,Elmore,16039,8.1557,0.6132,13.1
MICHIGAN,Gratiot,26057,8.1579,0.6135,8.2
PENNSYLVANIA,Lehigh,42077,8.164,0.6138,8.9
KENTUCKY,Union,21225,8.1656,0.6141,10.1
TEXAS,Lavaca,48285,8.1691,0.6145,14.1
MICHIGAN,Gladwin,26051,8.1697,0.6148,12.5
MAINE,Washington,23029,8.1713,0.6151,12.7
TENNESSEE,Carter,47019,8.1729,0.6154,13.8
TENNESSEE,McMinn,47107,8.1741,0.616,11.6
FLORIDA,Hernando,12053,8.1741,0.6157,13.9
GEORGIA,Bartow,13015,8.1748,0.6164,15.6
OHIO,Morgan,39115,8.1799,0.6167,11.1
VIRGINIA,Buena Vista City,51530,8.1805,0.617,18.6
PENNSYLVANIA,Fayette,42051,8.1812,0.6173,7.6
NEW YORK,Allegany,36003,8.1821,0.6176,8.8
MARYLAND,Prince George's,24033,8.1834,0.618,12.9
SOUTH CAROLINA,Pickens,45077,8.1859,0.6183,11.3
NORTH CAROLINA,Durham,37063,8.1942,0.6186,13.9
MINNESOTA,Ramsey,27123,8.1945,0.6189,7.5
GEORGIA,Lamar,13171,8.1948,0.6192,18.1
IDAHO,Payette,16075,8.198,0.6199,16.8
TEXAS,Jones,48253,8.198,0.6195,17.5
IDAHO,Jerome,16053,8.2028,0.6202,23.2
KENTUCKY,Crittenden,21055,8.212,0.6205,14.9
GEORGIA,Rockdale,13247,8.2143,0.6208,17.4
NORTH CAROLINA,Jackson,37099,8.2162,0.6211,14.1
VIRGINIA,Waynesboro City,51820,8.2162,0.6215,15.6
TEXAS,Colorado,48089,8.2216,0.6218,16.5
TENNESSEE,Decatur,47039,8.2219,0.6224,11.2
NEVADA,Washoe,32031,8.2219,0.6221,14.1
CALIFORNIA,Alpine,6003,8.2254,0.6227,14.8
OHIO,Meigs,39105,8.2276,0.623,10.9
KENTUCKY,Daviess,21059,8.228,0.6234,7.8
INDIANA,Adams,18001,8.2289,0.6237,21.4
SOUTH CAROLINA,Lancaster,45057,8.2299,0.624,13
MICHIGAN,Chippewa,26033,8.234,0.6243,10.2
WEST VIRGINIA,Mineral,54057,8.2365,0.6246,12
TEXAS,Montague,48337,8.2369,0.625,21.6
ALABAMA,Tuscaloosa,1125,8.2378,0.6253,9.7
ALABAMA,Marion,1093,8.2426,0.6256,9.6
PENNSYLVANIA,Berks,42011,8.2451,0.6259,8.5
TEXAS,Tom Green,48451,8.2464,0.6262,16.8
MICHIGAN,Newaygo,26123,8.2512,0.6266,9.2
OHIO,Marion,39101,8.2544,0.6269,8.3
NEVADA,Humboldt,32013,8.2572,0.6272,16.6
TENNESSEE,Marion,47115,8.2585,0.6275,11.5
KENTUCKY,Clinton,21053,8.2595,0.6278,12.1
ARKANSAS,Hot Spring,5059,8.2642,0.6281,11.8
MISSOURI,Barton,29011,8.2662,0.6285,11.4
ARIZONA,Greenlee,4011,8.2665,0.6288,11.5
ALABAMA,Cleburne,1029,8.2671,0.6291,13.8
NORTH CAROLINA,Caldwell,37027,8.2674,0.6294,14.5
NEW YORK,Oswego,36075,8.2709,0.6297,7.1
ILLINOIS,Macon,17115,8.2716,0.6301,7.3
TEXAS,Erath,48143,8.2719,0.6304,20.2
MICHIGAN,Ogemaw,26129,8.2719,0.6307,9.9
NEW YORK,Queens,36081,8.2732,0.631,13.9
WEST VIRGINIA,Cabell,54011,8.2741,0.6313,10
NEW JERSEY,Union,34039,8.2744,0.6316,14.2
IDAHO,Minidoka,16067,8.2751,0.632,23.3
ARKANSAS,Cleveland,5025,8.276,0.6323,9.5
KENTUCKY,Menifee,21165,8.2779,0.6326,7.7
KENTUCKY,Harrison,21097,8.2786,0.6329,13.2
COLORADO,Adams,8001,8.2792,0.6332,15.6
ILLINOIS,Knox,17095,8.2818,0.6336,8.7
OKLAHOMA,Blaine,40011,8.2827,0.6339,11.8
OREGON,Baker,41001,8.2843,0.6342,10.6
MISSOURI,Harrison,29081,8.2859,0.6345,14.8
WASHINGTON,Pend Oreille,53051,8.2888,0.6348,10.8
MICHIGAN,Berrien,26021,8.291,0.6351,10.1
NEVADA,Lander,32015,8.2916,0.6355,14.4
MINNESOTA,Wadena,27159,8.2923,0.6358,6.5
TENNESSEE,Madison,47113,8.2932,0.6361,10.6
FLORIDA,Lee,12071,8.2964,0.6364,16.9
FLORIDA,Pasco,12101,8.298,0.6367,13.4
OREGON,Harney,41025,8.3031,0.6371,8.9
VIRGINIA,Cumberland,51049,8.3034,0.6374,14.7
ARKANSAS,Izard,5065,8.3056,0.6377,13.1
OKLAHOMA,Cotton,40033,8.306,0.638,17.2
GEORGIA,Madison,13195,8.3079,0.6383,16
TEXAS,Hardeman,48197,8.3114,0.6387,20.6
INDIANA,Madison,18095,8.3145,0.639,11.7
TEXAS,Brewster,48043,8.3193,0.6393,18.2
GEORGIA,Walker,13295,8.3219,0.6396,15.3
TENNESSEE,Monroe,47123,8.3251,0.6399,12.7
WEST VIRGINIA,Wayne,54099,8.3279,0.6402,10.9
KENTUCKY,Hickman,21105,8.3289,0.6406,12.2
ALABAMA,Jefferson,1073,8.3298,0.6409,10.9
NEW MEXICO,Eddy,35015,8.3321,0.6412,12.1
INDIANA,St. Joseph,18141,8.3337,0.6415,11.2
TENNESSEE,Scott,47151,8.3368,0.6418,12.9
MICHIGAN,Branch,26023,8.3378,0.6422,11.9
NEW JERSEY,Hudson,34017,8.3426,0.6425,18
NORTH CAROLINA,Graham,37075,8.3438,0.6428,18.9
TEXAS,Hutchinson,48233,8.3451,0.6434,16.5
GEORGIA,Greene,13133,8.3451,0.6431,17.1
KENTUCKY,Lawrence,21127,8.3451,0.6437,10.8
IOWA,Woodbury,19193,8.3467,0.6441,9.1
COLORADO,Las Animas,8071,8.347,0.6444,11
WEST VIRGINIA,Logan,54045,8.3483,0.6447,11.1
MONTANA,Hill,30041,8.3493,0.645,14.8
MISSOURI,Webster,29225,8.3499,0.6453,16.8
TEXAS,Mitchell,48335,8.354,0.6457,18.3
OREGON,Lane,41039,8.355,0.646,10.5
IDAHO,Benewah,16009,8.3556,0.6463,17.4
ARKANSAS,Washington,5143,8.3559,0.6466,13.5
ARIZONA,Maricopa,4013,8.3572,0.6469,13.7
GEORGIA,Crawford,13079,8.3575,0.6472,14.2
KANSAS,Crawford,20037,8.3582,0.6476,12.9
IDAHO,Shoshone,16079,8.3591,0.6479,15.3
OKLAHOMA,Custer,40039,8.3607,0.6482,15.9
KENTUCKY,Adair,21001,8.3649,0.6485,12.1
VIRGINIA,Scott,51169,8.3655,0.6488,11.5
TEXAS,Jackson,48239,8.3671,0.6492,14.9
CALIFORNIA,Inyo,6027,8.3693,0.6498,10.3
TENNESSEE,Lewis,47101,8.3693,0.6495,14.7
TEXAS,Brown,48049,8.3699,0.6501,14.7
MISSOURI,Macon,29121,8.3712,0.6504,11.8
ARKANSAS,Clay,5021,8.3744,0.6507,11.8
CALIFORNIA,Solano,6095,8.3744,0.6511,9.2
OREGON,Lincoln,41041,8.3811,0.6514,14.2
FLORIDA,Lake,12069,8.382,0.6517,13.3
ARKANSAS,Franklin,5047,8.3903,0.652,9.8
OKLAHOMA,Kiowa,40075,8.3916,0.6523,17
VIRGINIA,Smyth,51173,8.3922,0.6527,11.2
TEXAS,Washington,48477,8.3938,0.653,15.4
MARYLAND,Wicomico,24045,8.397,0.6533,9.1
TENNESSEE,Houston,47083,8.3992,0.6536,12.5
TENNESSEE,Claiborne,47025,8.4037,0.6539,9.4
NORTH CAROLINA,Catawba,37035,8.4088,0.6543,12.7
OHIO,Montgomery,39113,8.4129,0.6546,9.1
TEXAS,Delta,48119,8.4142,0.6549,16.7
OHIO,Cuyahoga,39035,8.4148,0.6552,8.2
VIRGINIA,Franklin City,51620,8.4167,0.6555,12.8
TEXAS,Jack,48237,8.4171,0.6558,18.9
WASHINGTON,Pacific,53049,8.4187,0.6562,11.4
LOUISIANA,LaSalle,22059,8.419,0.6565,14.3
TEXAS,Goliad,48175,8.4193,0.6568,11.1
TENNESSEE,Fentress,47049,8.4206,0.6571,13.2
TENNESSEE,Jackson,47087,8.4212,0.6574,14.3
GEORGIA,Treutlen,13283,8.4228,0.6578,16.9
OKLAHOMA,Greer,40055,8.4228,0.6581,16.4
ARKANSAS,Sharp,5135,8.4263,0.6584,14.6
MISSISSIPPI,Benton,28009,8.4263,0.6587,18.4
NORTH CAROLINA,Guilford,37081,8.4266,0.659,12.8
MICHIGAN,Mackinac,26097,8.4266,0.6593,14
MICHIGAN,Mecosta,26107,8.4282,0.6597,8.8
MICHIGAN,Montcalm,26117,8.4298,0.66,10.3
TEXAS,Fannin,48147,8.4301,0.6603,17.6
ARKANSAS,Crawford,5033,8.4349,0.6606,12.8
TENNESSEE,Campbell,47013,8.4358,0.6609,12.8
WEST VIRGINIA,Barbour,54001,8.4362,0.6613,10.3
GEORGIA,Haralson,13143,8.4381,0.6619,15.6
TENNESSEE,Chester,47023,8.4381,0.6616,12.5
KENTUCKY,Allen,21003,8.4387,0.6622,14.8
MISSISSIPPI,Itawamba,28057,8.4394,0.6625,12.8
TEXAS,Burleson,48051,8.4409,0.6628,19.9
WASHINGTON,Mason,53045,8.4435,0.6632,13.7
GEORGIA,Banks,13011,8.4464,0.6635,17.2
KENTUCKY,Jackson,21109,8.447,0.6638,14
TEXAS,Somervell,48425,8.4492,0.6641,19.5
MISSISSIPPI,Tishomingo,28141,8.4502,0.6644,13.9
MISSISSIPPI,Marshall,28093,8.4505,0.6648,16.3
MICHIGAN,St. Joseph,26149,8.4508,0.6654,10.1
FLORIDA,Gulf,12045,8.4508,0.6651,15.4
LOUISIANA,East Feliciana,22037,8.4521,0.6657,11.2
LOUISIANA,West Feliciana,22125,8.4537,0.666,11.3
TEXAS,Brazos,48041,8.4543,0.6663,14.1
SOUTH DAKOTA,Brule,46015,8.4648,0.6667,11
NORTH CAROLINA,Beaufort,37013,8.4667,0.667,12.6
ARKANSAS,Fulton,5049,8.4696,0.6673,11.4
ILLINOIS,Rock Island,17161,8.4709,0.6676,8.1
INDIANA,Fayette,18041,8.4763,0.6679,14.6
NEBRASKA,Hall,31079,8.4795,0.6683,14.8
MISSISSIPPI,Lawrence,28077,8.4801,0.6686,16.2
ARKANSAS,Little River,5081,8.4817,0.6692,13.1
TENNESSEE,Hardin,47071,8.4817,0.6689,13.4
NORTH CAROLINA,Alexander,37003,8.4839,0.6695,11.5
MARYLAND,Caroline,24011,8.4871,0.6699,10.1
OKLAHOMA,Carter,40019,8.4912,0.6702,14.6
NEW YORK,Delaware,36025,8.4932,0.6705,8
FLORIDA,Duval,12031,8.4973,0.6708,13.8
OKLAHOMA,Oklahoma,40109,8.4982,0.6711,16.5
NORTH CAROLINA,Pamlico,37137,8.5005,0.6714,15.9
MONTANA,Lake,30047,8.5018,0.6718,22.5
MICHIGAN,Van Buren,26159,8.503,0.6721,11
MISSOURI,Grundy,29079,8.5053,0.6724,16.5
TEXAS,Aransas,48007,8.5059,0.6727,17.8
TEXAS,Castro,48069,8.5075,0.673,30.9
TENNESSEE,DeKalb,47041,8.5132,0.6734,13.5
LOUISIANA,Beauregard,22011,8.5164,0.6737,16.6
NEW YORK,Oneida,36065,8.5167,0.674,5.6
ILLINOIS,Winnebago,17201,8.5186,0.6743,8.4
TEXAS,Garza,48169,8.5234,0.6746,21.1
KENTUCKY,Muhlenberg,21177,8.5237,0.6749,9.8
KANSAS,Geary,20061,8.5253,0.6753,10.7
CALIFORNIA,Yolo,6113,8.5266,0.6756,9.4
NEW YORK,Jefferson,36045,8.5279,0.6759,7.8
OHIO,Lucas,39095,8.532,0.6762,8.5
ARKANSAS,Van Buren,5141,8.5326,0.6765,15.4
NORTH CAROLINA,Perquimans,37143,8.5339,0.6769,14.8
NEW MEXICO,Quay,35037,8.5345,0.6772,7.7
OHIO,Highland,39071,8.5377,0.6775,11.3
INDIANA,Sullivan,18153,8.539,0.6778,13.8
MISSOURI,Lawrence,29109,8.5393,0.6781,15.5
NORTH CAROLINA,Randolph,37151,8.5415,0.6784,15.2
WEST VIRGINIA,Wyoming,54109,8.5422,0.6788,11.2
TENNESSEE,Meigs,47121,8.5428,0.6791,11.3
TEXAS,Trinity,48455,8.5428,0.6794,19.7
OKLAHOMA,Pontotoc,40123,8.5431,0.6797,18.1
TEXAS,Medina,48325,8.5431,0.6797,14.1
ALABAMA,Lamar,1075,8.5435,0.6804,12.7
CALIFORNIA,Shasta,6089,8.5447,0.6807,11.6
ILLINOIS,Cass,17017,8.546,0.681,10
INDIANA,LaPorte,18091,8.5463,0.6813,10.5
LOUISIANA,Grant,22043,8.5495,0.6816,12.2
ALABAMA,Houston,1069,8.5517,0.6819,12.1
VIRGINIA,Hampton City,51650,8.5524,0.6823,11.7
ARKANSAS,Carroll,5015,8.5575,0.6826,16.6
KENTUCKY,Grant,21081,8.5581,0.6829,9.8
OHIO,Clark,39023,8.5591,0.6832,8.5
TEXAS,Walker,48471,8.5603,0.6835,14
COLORADO,Lincoln,8073,8.5616,0.6842,6.5
NEVADA,Nye,32023,8.5616,0.6839,14.1
NORTH CAROLINA,Pender,37141,8.5626,0.6845,15.2
VIRGINIA,Mecklenburg,51117,8.5632,0.6848,13
WEST VIRGINIA,Clay,54015,8.567,0.6851,8.2
SOUTH CAROLINA,Aiken,45003,8.5677,0.6855,13.2
GEORGIA,Chatham,13051,8.5731,0.6858,16.1
SOUTH CAROLINA,Anderson,45007,8.5743,0.6861,12.8
MARYLAND,Dorchester,24019,8.5747,0.6867,6.5
OKLAHOMA,Pittsburg,40121,8.5747,0.6864,17.9
LOUISIANA,Catahoula,22025,8.5782,0.687,24.2
COLORADO,Delta,8029,8.5804,0.6874,16
SOUTH DAKOTA,Roberts,46109,8.5807,0.6877,19.7
COLORADO,Fremont,8043,8.5836,0.688,9.7
KENTUCKY,Carter,21043,8.5871,0.6883,12.6
OREGON,Linn,41043,8.588,0.6886,9.6
GEORGIA,Heard,13149,8.5887,0.689,14.3
NEW YORK,Chautauqua,36013,8.5896,0.6893,7
SOUTH CAROLINA,Calhoun,45017,8.5912,0.6896,15.1
TENNESSEE,Lincoln,47103,8.5947,0.6899,10.9
OREGON,Josephine,41033,8.595,0.6902,10.9
FLORIDA,Hillsborough,12057,8.5957,0.6905,15.1
FLORIDA,Orange,12095,8.5966,0.6909,17.9
MISSOURI,Dent,29065,8.5979,0.6912,18.4
MICHIGAN,Calhoun,26025,8.5989,0.6915,8.3
INDIANA,Vigo,18167,8.5998,0.6918,11.7
WISCONSIN,Forest,55041,8.6001,0.6921,13.5
MICHIGAN,Oscoda,26135,8.6068,0.6925,16.1
TEXAS,Sabine,48403,8.6078,0.6928,22.1
KENTUCKY,Henderson,21101,8.6119,0.6931,8.2
FLORIDA,Walton,12131,8.6145,0.6934,17.5
ILLINOIS,Cook,17031,8.6167,0.6937,12.6
MICHIGAN,Genesee,26049,8.624,0.694,7.5
KANSAS,Cowley,20035,8.6285,0.6944,11.4
TEXAS,Eastland,48133,8.6301,0.6947,21.7
ALABAMA,Covington,1039,8.6323,0.695,12.4
TEXAS,Live Oak,48297,8.6329,0.6953,20
LOUISIANA,West Carroll,22123,8.6332,0.6956,29.2
SOUTH DAKOTA,Lyman,46085,8.6336,0.696,21.6
ARKANSAS,Prairie,5117,8.6345,0.6963,12.1
TENNESSEE,Macon,47111,8.6364,0.6966,11.5
MICHIGAN,Saginaw,26145,8.638,0.6969,7.7
MISSOURI,Sullivan,29211,8.6402,0.6972,13.5
VIRGINIA,Richmond,51159,8.6406,0.6975,11.2
WEST VIRGINIA,Boone,54005,8.6447,0.6979,8.7
GEORGIA,DeKalb,13089,8.645,0.6982,17.1
DELAWARE,Kent,10001,8.6453,0.6985,7.8
GEORGIA,Lincoln,13181,8.6488,0.6988,14.9
NORTH DAKOTA,Benson,38005,8.6504,0.6991,17.1
NEW MEXICO,Bernalillo,35001,8.6514,0.6998,12.6
OHIO,Athens,39009,8.6514,0.6995,7.6
MISSISSIPPI,Franklin,28037,8.6543,0.7001,16
IOWA,Buena Vista,19021,8.6555,0.7004,12
VIRGINIA,Lynchburg City,51680,8.6568,0.7007,11.5
ARKANSAS,Pike,5109,8.6581,0.7011,14.9
ALABAMA,Crenshaw,1041,8.6619,0.7014,11.3
SOUTH DAKOTA,Beadle,46005,8.6635,0.7017,8.7
TEXAS,Harris,48201,8.6651,0.702,22.2
FLORIDA,Baker,12003,8.6654,0.7023,12.5
NEW YORK,Franklin,36033,8.667,0.7026,8.7
NEW MEXICO,Mora,35033,8.6673,0.703,14.3
VIRGINIA,Buchanan,51027,8.6683,0.7033,14
TEXAS,Mills,48333,8.6749,0.7036,13.9
TENNESSEE,Union,47173,8.6769,0.7039,12.1
SOUTH CAROLINA,McCormick,45065,8.6778,0.7042,9.1
MISSOURI,Barry,29009,8.6819,0.7046,18.1
LOUISIANA,St. Bernard,22087,8.6823,0.7049,12.6
TEXAS,Henderson,48213,8.6848,0.7052,20
OKLAHOMA,Texas,40139,8.6855,0.7055,16.3
MISSOURI,Ripley,29181,8.6864,0.7058,15.8
MISSOURI,Scott,29201,8.6867,0.7061,12.8
IDAHO,Gem,16045,8.6896,0.7065,18.4
TENNESSEE,Giles,47055,8.6918,0.7068,11.7
KENTUCKY,Rowan,21205,8.6918,0.7071,11.8
GEORGIA,Newton,13217,8.6937,0.7074,13.5
NORTH CAROLINA,Yancey,37199,8.6982,0.7077,13.8
ARKANSAS,Lawrence,5075,8.7007,0.7081,12.7
MISSOURI,Buchanan,29021,8.7023,0.7084,12.5
OREGON,Coos,41011,8.7046,0.7087,12.5
SOUTH CAROLINA,Oconee,45073,8.7055,0.709,14.2
TEXAS,Upton,48461,8.7065,0.7093,22.6
OREGON,Lake,41037,8.7077,0.7096,10.9
INDIANA,Cass,18017,8.7087,0.71,12.4
IOWA,Crawford,19047,8.7154,0.7103,10.6
NEW YORK,Cattaraugus,36009,8.717,0.7106,9.1
MISSOURI,Pulaski,29169,8.7192,0.7109,12.1
NEBRASKA,Dawson,31047,8.7195,0.7112,13.8
ALASKA,Prince of Wales-Hyder,2198,8.7227,0.7116,31.2
TENNESSEE,Bradley,47011,8.7243,0.7119,13.1
NORTH CAROLINA,Davidson,37057,8.7259,0.7122,12.4
TEXAS,Yoakum,48501,8.7294,0.7125,23.8
WEST VIRGINIA,Mingo,54059,8.738,0.7128,9.8
TENNESSEE,Henderson,47077,8.7412,0.7131,10.9
LOUISIANA,Assumption,22007,8.7421,0.7135,13.8
TEXAS,San Jacinto,48407,8.7431,0.7138,19.7
OHIO,Gallia,39053,8.744,0.7141,12.1
MISSISSIPPI,Smith,28129,8.7447,0.7144,11.9
KENTUCKY,Gallatin,21077,8.7475,0.7147,11.2
TEXAS,Taylor,48441,8.7485,0.7151,15.7
MISSOURI,Crawford,29055,8.7514,0.7154,15.8
TEXAS,Cass,48067,8.752,0.7157,16.6
CALIFORNIA,Santa Barbara,6083,8.7558,0.716,13.6
WEST VIRGINIA,Webster,54101,8.7574,0.7163,10.9
KENTUCKY,Casey,21045,8.7593,0.7167,14.6
KENTUCKY,Warren,21227,8.7603,0.7173,9.6
VIRGINIA,Winchester City,51840,8.7603,0.717,16.5
ALASKA,Wrangell City and Borough,2275,8.7625,0.7176,18.1
SOUTH CAROLINA,Georgetown,45043,8.7635,0.7179,16.8
KENTUCKY,Mason,21161,8.7657,0.7182,11.7
COLORADO,Saguache,8109,8.7676,0.7186,24.8
ILLINOIS,Massac,17127,8.7682,0.7189,7.7
ALABAMA,Morgan,1103,8.7705,0.7192,12.6
MISSISSIPPI,Amite,28005,8.7708,0.7195,14.5
IDAHO,Cassia,16031,8.7711,0.7198,18.3
WASHINGTON,Chelan,53007,8.7714,0.7202,13.8
ARKANSAS,White,5145,8.7717,0.7205,12.3
INDIANA,Grant,18053,8.7717,0.7205,11.7
NORTH CAROLINA,Swain,37173,8.7736,0.7211,21.9
MASSACHUSETTS,Suffolk,25025,8.774,0.7214,4.4
ALABAMA,Fayette,1057,8.7746,0.7217,8.4
TEXAS,Kenedy,48261,8.7768,0.7221,32.6
TENNESSEE,Gibson,47053,8.7794,0.7224,10.5
ILLINOIS,Marion,17121,8.7797,0.7227,8.9
MINNESOTA,Clearwater,27029,8.7813,0.723,11
NORTH CAROLINA,Forsyth,37067,8.7867,0.7233,13
MISSOURI,Howell,29091,8.788,0.7237,12.9
MISSOURI,Wayne,29223,8.7899,0.724,14.2
MISSISSIPPI,Webster,28155,8.7915,0.7243,12.9
GEORGIA,Twiggs,13289,8.7924,0.7246,14.9
TEXAS,Smith,48423,8.7937,0.7249,18.6
OKLAHOMA,Delaware,40041,8.7969,0.7252,18.6
NORTH CAROLINA,Onslow,37133,8.7972,0.7256,11.8
TEXAS,San Saba,48411,8.7985,0.7259,19.6
NEVADA,Esmeralda,32009,8.7994,0.7262,20.2
MISSISSIPPI,Clarke,28023,8.8017,0.7265,11
MISSISSIPPI,Oktibbeha,28105,8.8032,0.7268,11.2
VIRGINIA,Dickenson,51051,8.8032,0.7272,11.4
NORTH CAROLINA,Yadkin,37197,8.8122,0.7275,14.3
INDIANA,Lake,18089,8.8128,0.7278,11.8
ALASKA,North Slope,2185,8.8138,0.7281,24.9
LOUISIANA,West Baton Rouge,22121,8.8182,0.7284,10.6
TENNESSEE,Crockett,47033,8.8211,0.7287,15.1
TENNESSEE,Perry,47135,8.8233,0.7291,16.9
MISSOURI,Laclede,29105,8.8262,0.7294,15.2
GEORGIA,Pierce,13229,8.8278,0.7297,18.8
OKLAHOMA,Jackson,40065,8.8287,0.73,14.5
KENTUCKY,Breckinridge,21027,8.83,0.7303,11.4
ILLINOIS,Kankakee,17091,8.8354,0.7307,8.5
CALIFORNIA,Trinity,6105,8.8402,0.731,16.4
TENNESSEE,Cocke,47029,8.8437,0.7313,14.4
KANSAS,Labette,20099,8.8456,0.7316,12.1
NEW YORK,St. Lawrence,36089,8.8459,0.7319,8.6
OKLAHOMA,Coal,40029,8.8481,0.7323,24.7
IOWA,Wapello,19179,8.8526,0.7326,7.7
TENNESSEE,Carroll,47017,8.8526,0.7329,11
TEXAS,Winkler,48495,8.8529,0.7332,23.4
ALABAMA,Etowah,1055,8.859,0.7335,12.1
MISSOURI,St. Francois,29187,8.8602,0.7342,12.8
TEXAS,Atascosa,48013,8.8602,0.7338,18.4
CALIFORNIA,Humboldt,6023,8.8621,0.7345,14.4
OHIO,Ross,39141,8.8634,0.7348,8.9
GEORGIA,Hall,13139,8.8688,0.7351,19.4
MISSISSIPPI,Greene,28041,8.8695,0.7354,18.5
WASHINGTON,Walla Walla,53071,8.8711,0.7358,10.9
OHIO,Vinton,39163,8.8717,0.7361,10
ALABAMA,Washington,1129,8.872,0.7364,13.7
COLORADO,Montrose,8085,8.8739,0.7367,14.9
KENTUCKY,Barren,21009,8.8752,0.737,10.4
SOUTH DAKOTA,Charles Mix,46023,8.8758,0.7373,20.6
MICHIGAN,Luce,26095,8.8781,0.7377,9.8
ILLINOIS,Pulaski,17153,8.8784,0.738,7.5
MISSISSIPPI,Jasper,28061,8.8797,0.7383,13.3
MISSOURI,St. Clair,29185,8.8828,0.7386,16.9
KENTUCKY,Edmonson,21061,8.8832,0.7389,6.4
OHIO,Jackson,39079,8.887,0.7393,9.8
MINNESOTA,Nobles,27105,8.887,0.7396,10.8
KENTUCKY,Todd,21219,8.8889,0.7399,19.1
OREGON,Yamhill,41071,8.8895,0.7402,9
TENNESSEE,Sequatchie,47153,8.8918,0.7405,10.5
ARKANSAS,Cross,5037,8.8965,0.7408,10.4
ARKANSAS,Pope,5115,8.8975,0.7412,11.7
GEORGIA,Butts,13035,8.8978,0.7415,15.8
KENTUCKY,Pike,21195,8.9019,0.7418,9
ALABAMA,Winston,1133,8.9032,0.7421,12.9
TEXAS,Victoria,48469,8.9042,0.7424,17.9
CALIFORNIA,Colusa,6011,8.9042,0.7428,15.6
TENNESSEE,Dyer,47045,8.9054,0.7434,10.8
TEXAS,Grayson,48181,8.9054,0.7431,17.5
TEXAS,Bastrop,48021,8.9112,0.7437,19.2
ALABAMA,Chilton,1021,8.915,0.744,15.8
NEVADA,Lyon,32019,8.9179,0.7443,15
LOUISIANA,St. John the Baptist,22095,8.9185,0.7447,13.1
CALIFORNIA,Lassen,6035,8.922,0.745,8.2
TEXAS,Harrison,48203,8.923,0.7453,18
KENTUCKY,Laurel,21125,8.9233,0.7456,11.2
WASHINGTON,Douglas,53017,8.9261,0.7459,14.1
ALABAMA,Dale,1045,8.9284,0.7463,13.1
TEXAS,Real,48385,8.9296,0.7466,26.1
TEXAS,Coryell,48099,8.9316,0.7469,10.2
MINNESOTA,Beltrami,27007,8.936,0.7472,11.4
LOUISIANA,Calcasieu,22019,8.9401,0.7475,14.5
VIRGINIA,Halifax,51083,8.9421,0.7479,14.1
OHIO,Ashtabula,39007,8.9443,0.7482,11
NEVADA,Clark,32003,8.9452,0.7485,16.9
VIRGINIA,Charlotte,51037,8.9516,0.7488,16.1
ALABAMA,Monroe,1099,8.9545,0.7491,16.4
MISSOURI,Carter,29035,8.9554,0.7494,17.4
GEORGIA,Hart,13147,8.9564,0.7498,17.7
OREGON,Douglas,41019,8.9583,0.7504,9.7
MISSOURI,Ozark,29153,8.9583,0.7501,15.8
KENTUCKY,Nicholas,21181,8.9592,0.7507,15
ALABAMA,DeKalb,1049,8.9602,0.751,16
KANSAS,Lyon,20111,8.9605,0.7514,13.7
MISSISSIPPI,Alcorn,28003,8.9634,0.7517,15.9
WASHINGTON,Cowlitz,53015,8.9685,0.752,9.1
TEXAS,Bell,48027,8.971,0.7523,13
NORTH CAROLINA,Stanly,37167,8.9742,0.7526,12.3
TEXAS,Pecos,48371,8.9748,0.7529,18.6
IOWA,Decatur,19053,8.9755,0.7533,12.8
RHODE ISLAND,Providence,44007,8.9764,0.7536,9.6
NORTH CAROLINA,Franklin,37069,8.9784,0.7542,13.9
WEST VIRGINIA,Gilmer,54021,8.9784,0.7539,11.9
GEORGIA,Clarke,13059,8.9806,0.7545,15.4
TEXAS,Anderson,48001,8.9812,0.7549,15.7
VIRGINIA,Bristol City,51520,8.9828,0.7552,13.8
TEXAS,Lubbock,48303,8.9844,0.7555,16
